,FileName,frustrated,angry,sad,disgust,fear,neutral,surprise,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
1493,Ses01M_script01_1_F021.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.5,1,Female,Train,ambiguous
1499,Ses01M_script01_2_F014.wav,0.242188,0.00625,0.242188,0.242188,0.00625,0.242188,0.00625,0.0125,0.25,0.25,1,Female,Train,ambiguous
1503,Ses01F_script02_1_F005.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,1,Female,Train,ambiguous
1523,Ses01M_script01_2_F007.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
1534,Ses01F_script01_2_M002.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.5,1,Male,Train,ambiguous
1538,Ses01F_script01_1_F016.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.41666675,1,Female,Train,ambiguous
1541,Ses01F_impro04_F022.wav,0.38375,0.38375,0.00625,0.195,0.00625,0.00625,0.00625,0.0125,0.41666675,0.25,1,Female,Train,ambiguous
1542,Ses01M_script01_1_M016.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.33333325,0.5,1,Male,Train,ambiguous
1547,Ses01M_script03_2_M009.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.5,0.25,1,Male,Train,ambiguous
1561,Ses01M_script01_1_M025.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.41666675,1,Male,Train,ambiguous
1583,Ses01M_script03_2_F021.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
1590,Ses01M_script03_2_M014.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,1,Male,Train,ambiguous
1594,Ses01F_script02_1_F013.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,1,Female,Train,ambiguous
1597,Ses01F_script03_2_M006.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.375,0.25,1,Male,Train,ambiguous
1635,Ses01F_script01_1_F007.wav,0.00625,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.0125,0.66666675,0.41666675,1,Female,Train,ambiguous
1646,Ses01F_impro01_F004.wav,0.320833,0.320833,0.00625,0.163542,0.00625,0.163542,0.00625,0.0125,0.58333325,0.41666675,1,Female,Train,ambiguous
1651,Ses01M_impro02_F004.wav,0.275893,0.275893,0.00625,0.00625,0.141071,0.00625,0.275893,0.0125,0.58333325,0.33333325,1,Female,Train,ambiguous
1657,Ses01M_script01_1_M029.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.5,1,Male,Train,ambiguous
1668,Ses01M_script02_2_F004.wav,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.625,0.375,1,Female,Train,ambiguous
1670,Ses01F_script01_1_F001.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.478125,0.00625,0.0125,0.33333325,0.25,1,Female,Train,ambiguous
1679,Ses01M_script01_2_F003.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,1,Female,Train,ambiguous
1695,Ses01F_script01_1_F004.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.25,0.25,1,Female,Train,ambiguous
1703,Ses01M_script03_2_M015.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.375,1,Male,Train,ambiguous
1705,Ses01F_script02_1_F020.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.125,0.375,1,Female,Train,ambiguous
1725,Ses01F_script01_3_F026.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.16666674999999997,0.41666675,1,Female,Train,ambiguous
1734,Ses01F_impro04_F027.wav,0.38375,0.38375,0.00625,0.195,0.00625,0.00625,0.00625,0.0125,0.33333325,0.41666675,1,Female,Train,ambiguous
1745,Ses01F_impro02_M016.wav,0.320833,0.163542,0.320833,0.00625,0.163542,0.00625,0.00625,0.0125,0.16666674999999997,0.25,1,Male,Train,ambiguous
1760,Ses01F_impro01_F010.wav,0.360156,0.360156,0.00625,0.124219,0.00625,0.00625,0.124219,0.0125,0.66666675,0.25,1,Female,Train,ambiguous
1783,Ses01F_script01_1_F003.wav,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.320833,0.0125,0.5,0.5,1,Female,Train,ambiguous
1788,Ses01F_script01_1_M006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.41666675,0.41666675,1,Male,Train,ambiguous
1803,Ses01F_script02_2_F031.wav,0.320833,0.320833,0.00625,0.320833,0.00625,0.00625,0.00625,0.0125,0.5,0.375,1,Female,Train,ambiguous
1809,Ses01M_script03_2_F014.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,1,Female,Train,ambiguous
1823,Ses02M_impro06_F016.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.16666674999999997,0.41666675,2,Female,Train,ambiguous
1834,Ses02F_script02_2_F032.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,2,Female,Train,ambiguous
1835,Ses02M_script01_1_M006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.25,2,Male,Train,ambiguous
1840,Ses02M_impro06_F007.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.0,0.33333325,2,Female,Train,ambiguous
1842,Ses02F_script03_2_F009.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Female,Train,ambiguous
1843,Ses02M_script01_1_F002.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.375,0.375,2,Female,Train,ambiguous
1845,Ses02M_script01_3_M003.wav,0.00625,0.00625,0.320833,0.00625,0.320833,0.320833,0.00625,0.0125,0.25,0.375,2,Male,Train,ambiguous
1846,Ses02M_script02_2_F004.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,2,Female,Train,ambiguous
1849,Ses02F_script01_1_M030.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,2,Male,Train,ambiguous
1852,Ses02F_script03_1_M000.wav,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.478125,0.0125,0.58333325,0.5,2,Male,Train,ambiguous
1854,Ses02M_script01_1_F016.wav,0.00625,0.320833,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.5,2,Female,Train,ambiguous
1856,Ses02F_script02_1_F002.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Female,Train,ambiguous
1857,Ses02M_script03_2_M002.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,2,Male,Train,ambiguous
1864,Ses02F_impro02_F010.wav,0.38375,0.00625,0.38375,0.00625,0.195,0.00625,0.00625,0.0125,0.5,0.25,2,Female,Train,ambiguous
1872,Ses02M_script02_2_F002.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.25,2,Female,Train,ambiguous
1878,Ses02F_script01_1_F010.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.478125,0.0125,0.5,0.25,2,Female,Train,ambiguous
1884,Ses02F_script02_2_F028.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.0,2,Female,Train,ambiguous
1917,Ses02M_script03_2_M019.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
1937,Ses02M_script03_2_F016.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.75,0.5,2,Female,Train,ambiguous
1939,Ses02M_impro05_M022.wav,0.320833,0.163542,0.00625,0.00625,0.00625,0.00625,0.320833,0.169792,0.875,0.375,2,Male,Train,ambiguous
1947,Ses02M_script01_1_F005.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.25,2,Female,Train,ambiguous
1948,Ses02M_script02_2_M033.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
1960,Ses02F_script01_1_F039.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.125,2,Female,Train,ambiguous
1961,Ses02F_script01_1_F008.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Female,Train,ambiguous
1965,Ses02F_script01_2_M003.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.41666675,0.33333325,2,Male,Train,ambiguous
1972,Ses02M_script01_1_M045.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
1983,Ses02M_impro08_F007.wav,0.38375,0.00625,0.00625,0.00625,0.195,0.38375,0.00625,0.0125,0.625,0.4375,2,Female,Train,ambiguous
1994,Ses02M_script03_2_F021.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,2,Female,Train,ambiguous
1996,Ses02F_impro01_M003.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.25,0.375,2,Male,Train,ambiguous
1999,Ses02F_script03_2_M031.wav,0.00625,0.478125,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
2002,Ses02F_script02_2_F030.wav,0.38375,0.195,0.38375,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,2,Female,Train,ambiguous
2007,Ses02M_script03_2_M025.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,2,Male,Train,ambiguous
2028,Ses02M_script03_2_F029.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,2,Female,Train,ambiguous
2034,Ses02M_script01_1_F014.wav,0.38375,0.38375,0.195,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,2,Female,Train,ambiguous
2042,Ses02M_script03_2_F027.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,2,Female,Train,ambiguous
2043,Ses02M_impro05_M012.wav,0.38375,0.195,0.00625,0.00625,0.00625,0.00625,0.38375,0.0125,0.5,0.125,2,Male,Train,ambiguous
2056,Ses02M_script03_2_M034.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
2060,Ses02F_script02_1_F000.wav,0.00625,0.00625,0.478125,0.00625,0.00625,0.478125,0.00625,0.0125,0.375,0.5,2,Female,Train,ambiguous
2068,Ses02F_script02_1_F011.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Female,Train,ambiguous
2076,Ses02F_script02_1_M008.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.375,0.375,2,Male,Train,ambiguous
2080,Ses02M_impro04_M008.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.33333325,0.33333325,2,Male,Train,ambiguous
2082,Ses02M_script01_1_M033.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,2,Male,Train,ambiguous
2089,Ses02M_script03_2_F030.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.375,2,Female,Train,ambiguous
2090,Ses02F_script02_1_M022.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.625,0.375,2,Male,Train,ambiguous
2096,Ses02F_script01_1_F015.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,2,Female,Train,ambiguous
2104,Ses02M_script03_2_M029.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.75,0.25,2,Male,Train,ambiguous
2106,Ses02M_script03_2_M035.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.5,2,Male,Train,ambiguous
2126,Ses02F_script02_2_F023.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.25,2,Female,Train,ambiguous
2127,Ses02F_script03_2_M002.wav,0.320833,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
2133,Ses02F_script01_1_M009.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,2,Male,Train,ambiguous
2145,Ses02M_impro01_M016.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.375,2,Male,Train,ambiguous
2159,Ses02F_impro05_F003.wav,0.38375,0.00625,0.00625,0.195,0.00625,0.00625,0.38375,0.0125,0.58333325,0.33333325,2,Female,Train,ambiguous
2171,Ses02M_script02_2_F035.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.00625,0.320833,0.0125,0.5,0.25,2,Female,Train,ambiguous
2192,Ses02F_script03_2_F010.wav,0.478125,0.00625,0.00625,0.478125,0.00625,0.00625,0.00625,0.0125,0.375,0.375,2,Female,Train,ambiguous
2194,Ses02F_script01_1_F016.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.5,2,Female,Train,ambiguous
2212,Ses02M_impro02_F010.wav,0.00625,0.00625,0.478125,0.00625,0.478125,0.00625,0.00625,0.0125,0.5,0.5,2,Female,Train,ambiguous
2222,Ses02M_script01_3_F020.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.5,2,Female,Train,ambiguous
2225,Ses02F_script01_1_F041.wav,0.38375,0.38375,0.195,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,2,Female,Train,ambiguous
2227,Ses02M_script02_2_F024.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.5,2,Female,Train,ambiguous
2231,Ses02F_script01_2_F007.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.66666675,0.25,2,Female,Train,ambiguous
2264,Ses02F_script01_1_M041.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,2,Male,Train,ambiguous
2277,Ses02F_script01_1_M002.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,2,Male,Train,ambiguous
2287,Ses02F_script02_1_F004.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,2,Female,Train,ambiguous
2294,Ses02F_script01_1_M010.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,2,Male,Train,ambiguous
2303,Ses02M_script03_2_M036.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
2313,Ses02F_script02_1_F012.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Female,Train,ambiguous
2319,Ses02M_impro01_F016.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.33333325,0.41666675,2,Female,Train,ambiguous
2324,Ses02F_script01_1_F009.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Female,Train,ambiguous
2326,Ses02F_script01_1_M034.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Male,Train,ambiguous
2328,Ses02M_script03_2_M038.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,2,Male,Train,ambiguous
2333,Ses02M_script01_3_F022.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.625,2,Female,Train,ambiguous
2339,Ses02M_impro01_F012.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.5,2,Female,Train,ambiguous
2341,Ses02M_script03_2_M013.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.75,0.25,2,Male,Train,ambiguous
2352,Ses02M_script02_2_M034.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,2,Male,Train,ambiguous
2359,Ses02F_script03_2_M026.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
2365,Ses02M_impro01_F009.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.41666675,0.5,2,Female,Train,ambiguous
2369,Ses02M_script01_1_F007.wav,0.320833,0.00625,0.320833,0.00625,0.320833,0.00625,0.00625,0.0125,0.5,0.375,2,Female,Train,ambiguous
2374,Ses02F_script01_1_M000.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,2,Male,Train,ambiguous
2375,Ses02F_script02_2_M030.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,2,Male,Train,ambiguous
2377,Ses02M_script03_2_M014.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
2388,Ses02F_script01_1_M022.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,2,Male,Train,ambiguous
2396,Ses02M_script01_2_F004.wav,0.320833,0.320833,0.00625,0.00625,0.320833,0.00625,0.00625,0.0125,0.58333325,0.5,2,Female,Train,ambiguous
2439,Ses02M_impro04_F017.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.3125,0.5625,2,Female,Train,ambiguous
2457,Ses02F_script02_1_F008.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Female,Train,ambiguous
2464,Ses02M_script01_2_M000.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.0125,0.5,0.41666675,2,Male,Train,ambiguous
2472,Ses02M_script01_1_M040.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.75,0.25,2,Male,Train,ambiguous
2491,Ses02M_script03_2_M030.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,2,Male,Train,ambiguous
2493,Ses02F_script03_2_F023.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.375,2,Female,Train,ambiguous
2504,Ses02M_script01_1_M022.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,2,Male,Train,ambiguous
2516,Ses02M_script01_2_M006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,2,Male,Train,ambiguous
2519,Ses02F_impro01_F021.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.66666675,0.16666674999999997,2,Female,Train,ambiguous
2520,Ses02M_script03_2_F025.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,2,Female,Train,ambiguous
2529,Ses02M_script02_2_F023.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.375,2,Female,Train,ambiguous
2530,Ses02M_script02_2_M013.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
2537,Ses02M_impro01_F015.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.41666675,0.33333325,2,Female,Train,ambiguous
2538,Ses02F_script01_3_F004.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,2,Female,Train,ambiguous
2549,Ses02F_impro01_M016.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
2554,Ses02M_script03_2_M006.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.0125,0.625,0.125,2,Male,Train,ambiguous
2555,Ses02F_script01_1_M014.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
2584,Ses02M_impro02_M016.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.625,2,Male,Train,ambiguous
2589,Ses02M_script01_1_F006.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,2,Female,Train,ambiguous
2601,Ses02F_impro02_M011.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.5,2,Male,Train,ambiguous
2604,Ses02F_script02_2_F029.wav,0.320833,0.320833,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,2,Female,Train,ambiguous
2605,Ses02M_script01_1_M034.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,2,Male,Train,ambiguous
2621,Ses02F_impro04_M020.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.375,2,Male,Train,ambiguous
2636,Ses02F_script01_1_M004.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,2,Male,Train,ambiguous
2639,Ses02M_script01_2_M015.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.66666675,0.25,2,Male,Train,ambiguous
2665,Ses02F_script01_3_M002.wav,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.320833,0.0125,0.25,0.375,2,Male,Train,ambiguous
2675,Ses02M_script01_3_F006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.625,2,Female,Train,ambiguous
2681,Ses02M_script01_2_F012.wav,0.00625,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.8333332499999999,0.08333325000000003,2,Female,Train,ambiguous
2683,Ses02F_script02_1_F006.wav,0.00625,0.320833,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.25,2,Female,Train,ambiguous
2702,Ses02F_script02_1_F010.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,2,Female,Train,ambiguous
2708,Ses02M_script02_2_M030.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,2,Male,Train,ambiguous
2718,Ses02M_script01_3_F024.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.125,2,Female,Train,ambiguous
2722,Ses02M_script03_2_F031.wav,0.478125,0.478125,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.375,2,Female,Train,ambiguous
2724,Ses02M_script03_2_F017.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.75,0.75,2,Female,Train,ambiguous
2727,Ses02M_script01_1_M008.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,2,Male,Train,ambiguous
2738,Ses02M_script02_2_F000.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.25,0.5,2,Female,Train,ambiguous
2742,Ses02M_script02_2_F033.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,2,Female,Train,ambiguous
2745,Ses02F_script01_1_F020.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.25,2,Female,Train,ambiguous
2749,Ses02F_script02_2_M004.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.5,0.375,2,Male,Train,ambiguous
2754,Ses02M_impro08_F008.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.625,0.5,2,Female,Train,ambiguous
2759,Ses02M_script03_2_F020.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Female,Train,ambiguous
2760,Ses02F_script01_3_F006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.625,2,Female,Train,ambiguous
2774,Ses02F_script01_1_M006.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
2782,Ses02F_script03_2_M025.wav,0.320833,0.320833,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.25,2,Male,Train,ambiguous
2797,Ses02M_impro04_F016.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.3125,0.4375,2,Female,Train,ambiguous
2807,Ses02M_impro02_M010.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,2,Male,Train,ambiguous
2809,Ses02M_impro02_M015.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.75,2,Male,Train,ambiguous
2822,Ses02F_impro01_F004.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.58333325,0.25,2,Female,Train,ambiguous
2833,Ses02M_impro04_M021.wav,0.478125,0.00625,0.478125,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.25,2,Male,Train,ambiguous
2838,Ses02M_script01_3_M023.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.25,2,Male,Train,ambiguous
2890,Ses02M_impro05_M005.wav,0.38375,0.195,0.00625,0.00625,0.00625,0.00625,0.38375,0.0125,0.625,0.375,2,Male,Train,ambiguous
2906,Ses02F_script01_1_M001.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,2,Male,Train,ambiguous
2919,Ses02M_impro05_F020.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.58333325,0.5,2,Female,Train,ambiguous
2935,Ses02M_impro08_F019.wav,0.478125,0.00625,0.00625,0.00625,0.00625,0.478125,0.00625,0.0125,0.4375,0.4375,2,Female,Train,ambiguous
2937,Ses02F_script01_1_M016.wav,0.320833,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,2,Male,Train,ambiguous
