,FileName,frustrated,angry,sad,disgust,fear,neutral,surprise,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
6472,Ses04F_script03_2_M006.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,4,Male,Test,angry
6473,Ses04F_impro07_F046.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.75,0.875,4,Female,Test,happy
6474,Ses04M_script01_2_F016.wav,0.00625,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.41666675,0.25,4,Female,Test,angry
6475,Ses04F_script02_2_F006.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.25,4,Female,Test,angry
6478,Ses04F_impro05_M011.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,4,Male,Test,frustrated
6479,Ses04M_impro01_M009.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Male,Test,frustrated
6480,Ses04F_impro07_F074.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.75,0.875,4,Female,Test,happy
6481,Ses04M_impro08_M028.wav,0.00625,0.00625,0.320833,0.00625,0.00625,0.635417,0.00625,0.0125,0.375,0.625,4,Male,Test,neutral
6482,Ses04F_impro07_M003.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95,0.0125,0.625,1.0,4,Male,Test,surprise
6484,Ses04M_impro05_F004.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.32708299999999996,0.375,0.5,4,Female,Test,happy
6485,Ses04M_impro05_F042.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.625,4,Female,Test,frustrated
6486,Ses04M_impro07_M042.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.625,0.625,4,Male,Test,neutral
6488,Ses04F_script02_1_F009.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Female,Test,frustrated
6489,Ses04M_impro08_M010.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.0125,0.5,0.375,4,Male,Test,neutral
6490,Ses04F_script03_1_M010.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.375,0.375,4,Male,Test,happy
6491,Ses04F_impro02_F013.wav,0.635417,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.125,4,Female,Test,frustrated
6492,Ses04M_impro05_M007.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,4,Male,Test,frustrated
6493,Ses04M_impro08_F023.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.5,0.625,4,Female,Test,happy
6494,Ses04F_script03_2_M001.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,4,Male,Test,angry
6495,Ses04F_impro04_M020.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.0125,0.5,0.375,4,Male,Test,neutral
6496,Ses04F_script02_2_F046.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.9562499999999999,0.5,0.75,4,Female,Test,happy
6497,Ses04M_impro03_F001.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.478125,0.484375,0.75,1.0,4,Female,Test,happy
6498,Ses04F_impro07_F055.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.375,0.5,4,Female,Test,happy
6499,Ses04M_impro06_F005.wav,0.00625,0.00625,0.635417,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,4,Female,Test,sad
6500,Ses04F_impro01_M022.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,4,Male,Test,frustrated
6501,Ses04F_script01_2_M017.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,4,Male,Test,angry
6502,Ses04F_impro03_F014.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.625,0.625,4,Female,Test,happy
6503,Ses04M_script03_2_M056.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Male,Test,angry
6504,Ses04M_impro05_M013.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.5,4,Male,Test,frustrated
6505,Ses04M_impro03_M020.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.956251,0.75,0.875,4,Male,Test,happy
6506,Ses04F_impro03_M031.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.375,0.625,4,Male,Test,neutral
6507,Ses04M_script02_2_F037.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.25,0.75,4,Female,Test,happy
6508,Ses04F_script03_2_F019.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,4,Female,Test,angry
6509,Ses04M_script02_2_M022.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.25,4,Male,Test,happy
6510,Ses04M_script03_2_F010.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,4,Female,Test,angry
6512,Ses04F_impro03_F038.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.75,0.75,4,Female,Test,happy
6513,Ses04M_script03_2_F044.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,4,Female,Test,angry
6515,Ses04M_script01_3_F002.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.375,4,Female,Test,happy
6516,Ses04M_script01_2_F000.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.33333325,0.33333325,4,Female,Test,angry
6517,Ses04M_impro05_F032.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,4,Female,Test,frustrated
6520,Ses04M_impro03_M013.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.625,0.75,4,Male,Test,happy
6522,Ses04M_script02_2_M017.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,4,Male,Test,frustrated
6523,Ses04M_impro03_F013.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.375,0.625,4,Female,Test,happy
6524,Ses04F_impro03_M010.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.625,0.625,4,Male,Test,happy
6525,Ses04M_script01_1_M017.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Male,Test,frustrated
6526,Ses04M_script01_1_M019.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.125,4,Male,Test,frustrated
6527,Ses04F_impro06_F004.wav,0.242188,0.00625,0.714063,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.125,4,Female,Test,sad
6528,Ses04F_script02_2_M050.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.375,0.625,4,Male,Test,happy
6529,Ses04M_script03_1_M026.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.5,4,Male,Test,happy
6530,Ses04F_impro03_F026.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.641666,0.625,0.75,4,Female,Test,happy
6531,Ses04F_script01_1_F015.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,4,Female,Test,angry
6532,Ses04F_script01_1_F021.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,4,Female,Test,frustrated
6533,Ses04F_script03_2_M044.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.25,4,Male,Test,angry
6534,Ses04M_script02_2_M014.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Male,Test,frustrated
6535,Ses04F_impro07_M078.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.320833,0.32708299999999996,0.75,0.625,4,Male,Test,happy
6536,Ses04M_script03_2_F002.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.625,0.875,4,Female,Test,happy
6537,Ses04M_impro07_M028.wav,0.00625,0.00625,0.00625,0.320833,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.375,4,Male,Test,happy
6538,Ses04M_impro05_F037.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.0125,0.5,0.5,4,Female,Test,neutral
6539,Ses04F_impro07_F077.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.75,4,Female,Test,happy
6540,Ses04F_script02_2_F002.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Female,Test,angry
6541,Ses04M_impro08_M018.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Male,Test,frustrated
6542,Ses04F_impro05_F014.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Female,Test,angry
6543,Ses04F_impro03_M047.wav,0.00625,0.00625,0.00625,0.00625,0.242188,0.478125,0.00625,0.248438,0.625,0.375,4,Male,Test,neutral
6544,Ses04F_script01_2_M004.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.0125,0.375,0.375,4,Male,Test,neutral
6545,Ses04M_impro06_F004.wav,0.00625,0.00625,0.635417,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,4,Female,Test,sad
6546,Ses04F_impro04_M001.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.5,0.5,4,Male,Test,neutral
6547,Ses04M_impro08_M003.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,4,Male,Test,frustrated
6548,Ses04F_impro03_F027.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.75,4,Female,Test,happy
6549,Ses04F_impro07_F064.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.625,0.75,4,Female,Test,happy
6550,Ses04M_impro02_F022.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,4,Female,Test,frustrated
6551,Ses04M_script01_3_M014.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.5,4,Male,Test,happy
6552,Ses04F_script02_2_F030.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,4,Female,Test,frustrated
6553,Ses04F_impro07_M048.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.75,4,Male,Test,happy
6554,Ses04F_script03_2_F002.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.625,0.5,4,Female,Test,happy
6555,Ses04M_impro05_F030.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.625,4,Female,Test,frustrated
6556,Ses04F_impro03_F029.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.75,0.875,4,Female,Test,happy
6557,Ses04M_impro02_M027.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Male,Test,frustrated
6558,Ses04F_impro04_F011.wav,0.242188,0.714063,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.125,4,Female,Test,angry
6559,Ses04F_script03_1_M034.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.625,0.625,4,Male,Test,happy
6560,Ses04F_impro08_F007.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.625,4,Female,Test,frustrated
6561,Ses04M_script02_2_M033.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Male,Test,frustrated
6562,Ses04M_script03_2_M021.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.75,0.375,4,Male,Test,angry
6563,Ses04F_impro06_F007.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,4,Female,Test,sad
6564,Ses04F_impro07_F022.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.75,0.875,4,Female,Test,happy
6565,Ses04F_script02_2_M046.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.625,0.75,4,Male,Test,happy
6566,Ses04F_script01_3_F003.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.375,4,Female,Test,happy
6567,Ses04F_script01_2_F006.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Female,Test,angry
6568,Ses04F_impro07_F059.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.25,0.625,4,Female,Test,happy
6570,Ses04F_script02_1_M015.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.0125,0.5,0.375,4,Male,Test,frustrated
6572,Ses04F_script02_2_F010.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Female,Test,angry
6573,Ses04F_impro02_M005.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,4,Male,Test,frustrated
6574,Ses04F_impro06_M005.wav,0.00625,0.00625,0.635417,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,4,Male,Test,sad
6575,Ses04F_impro06_F010.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.375,4,Female,Test,sad
6576,Ses04F_impro08_M025.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,4,Male,Test,frustrated
6577,Ses04M_script01_1_F021.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Female,Test,angry
6578,Ses04F_impro04_M003.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.0125,0.375,0.5,4,Male,Test,neutral
6579,Ses04F_script01_3_M023.wav,0.320833,0.00625,0.635417,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Male,Test,sad
6580,Ses04F_script01_2_F014.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.0,4,Female,Test,frustrated
6581,Ses04F_impro02_F009.wav,0.242188,0.00625,0.714063,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.125,4,Female,Test,sad
6582,Ses04M_impro05_M041.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.5,4,Male,Test,frustrated
6583,Ses04M_impro08_M007.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,4,Male,Test,frustrated
6584,Ses04M_script01_3_M033.wav,0.242188,0.00625,0.714063,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,4,Male,Test,sad
6585,Ses04F_script01_1_M008.wav,0.635417,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Male,Test,frustrated
6586,Ses04M_script03_2_F040.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.375,4,Female,Test,angry
6587,Ses04F_script01_3_F030.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.625,0.875,4,Female,Test,happy
6588,Ses04F_script02_2_M024.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.5,4,Male,Test,happy
6589,Ses04F_impro01_M007.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.25,4,Male,Test,frustrated
6591,Ses04F_script03_2_M008.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,4,Male,Test,angry
6592,Ses04M_impro01_M008.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.375,4,Male,Test,frustrated
6593,Ses04M_impro04_M009.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.58333325,0.41666675,4,Male,Test,frustrated
6594,Ses04M_script01_1_F024.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.375,4,Female,Test,frustrated
6595,Ses04M_script03_2_F017.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Female,Test,angry
6596,Ses04F_script03_1_F007.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.625,0.625,4,Female,Test,happy
6597,Ses04F_impro07_M009.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.5,0.625,4,Male,Test,neutral
6598,Ses04M_script03_1_M005.wav,0.00625,0.320833,0.00625,0.00625,0.320833,0.00625,0.00625,0.32708299999999996,0.75,0.25,4,Male,Test,happy
6599,Ses04M_impro05_M014.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.5,4,Male,Test,angry
6600,Ses04F_impro08_F023.wav,0.242188,0.478125,0.00625,0.00625,0.00625,0.242188,0.00625,0.0125,0.625,0.75,4,Female,Test,angry
6601,Ses04F_script02_1_F016.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.25,4,Female,Test,angry
6603,Ses04M_script02_2_F026.wav,0.242188,0.714063,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,4,Female,Test,angry
6604,Ses04F_impro02_M004.wav,0.320833,0.00625,0.635417,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.125,4,Male,Test,sad
6605,Ses04F_script03_2_F009.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.5,4,Female,Test,frustrated
6606,Ses04M_impro07_F001.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.714063,0.248438,0.875,1.0,4,Female,Test,surprise
6607,Ses04M_script03_2_F007.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.641666,0.625,0.75,4,Female,Test,happy
6608,Ses04M_impro07_F030.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.625,0.75,4,Female,Test,happy
6609,Ses04M_script03_2_M007.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Male,Test,frustrated
6610,Ses04F_impro02_F006.wav,0.320833,0.00625,0.635417,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.125,4,Female,Test,sad
6611,Ses04F_impro04_F015.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Female,Test,angry
6612,Ses04M_script03_1_M011.wav,0.00625,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.641666,0.625,0.375,4,Male,Test,happy
6614,Ses04F_script01_1_F032.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,4,Female,Test,angry
6616,Ses04F_impro07_M001.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641667,0.625,0.625,4,Male,Test,happy
6618,Ses04M_impro01_F007.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.625,0.375,4,Female,Test,frustrated
6619,Ses04M_impro04_F015.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.41666675,0.58333325,4,Female,Test,neutral
6621,Ses04F_impro07_M014.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.75,4,Male,Test,happy
6622,Ses04F_impro05_M008.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.25,0.5,4,Male,Test,frustrated
6624,Ses04F_script01_3_M019.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.5,0.875,4,Male,Test,happy
6625,Ses04M_impro03_M022.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641667,0.375,0.75,4,Male,Test,happy
6626,Ses04F_script03_1_F005.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.641667,0.75,0.75,4,Female,Test,happy
6627,Ses04M_script03_2_F032.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.5,4,Female,Test,angry
6628,Ses04F_script03_2_M005.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Male,Test,angry
6630,Ses04M_script02_2_F006.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Female,Test,angry
6631,Ses04F_script02_2_M020.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.5,0.5,4,Male,Test,neutral
6632,Ses04M_script01_2_F012.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.66666675,0.25,4,Female,Test,angry
6633,Ses04M_impro01_M011.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.5,0.375,4,Male,Test,frustrated
6634,Ses04M_script02_1_F020.wav,0.478125,0.242188,0.242188,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.375,4,Female,Test,frustrated
6635,Ses04M_script01_3_M034.wav,0.242188,0.00625,0.714063,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.25,4,Male,Test,sad
6636,Ses04M_script01_1_M030.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.375,4,Male,Test,frustrated
6637,Ses04F_script01_1_M024.wav,0.635417,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.25,0.25,4,Male,Test,frustrated
6638,Ses04F_impro07_F045.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.75,0.875,4,Female,Test,happy
6639,Ses04F_script03_1_M026.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.625,4,Male,Test,happy
6640,Ses04F_impro03_F019.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.641666,0.375,0.75,4,Female,Test,happy
6642,Ses04F_impro02_F008.wav,0.635417,0.00625,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.375,0.125,4,Female,Test,frustrated
6643,Ses04M_impro05_F016.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.5,4,Female,Test,frustrated
6644,Ses04M_impro05_F000.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.25,0.75,4,Female,Test,neutral
6645,Ses04F_script01_3_M033.wav,0.320833,0.00625,0.635417,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,4,Male,Test,sad
6646,Ses04F_script01_2_M018.wav,0.5725,0.195,0.00625,0.195,0.00625,0.00625,0.00625,0.0125,0.625,0.125,4,Male,Test,frustrated
6647,Ses04M_impro07_M030.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.375,0.75,4,Male,Test,neutral
6648,Ses04F_script01_1_M014.wav,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,4,Male,Test,frustrated
6649,Ses04M_script01_1_M034.wav,0.00625,0.00625,0.635417,0.00625,0.320833,0.00625,0.00625,0.0125,0.25,0.25,4,Male,Test,sad
6650,Ses04M_impro08_F026.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.75,4,Female,Test,happy
6652,Ses04M_impro02_F011.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.25,4,Female,Test,frustrated
6653,Ses04F_script03_2_F025.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.625,0.125,4,Female,Test,angry
6654,Ses04F_impro06_M001.wav,0.00625,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.25,4,Male,Test,sad
6655,Ses04M_impro03_F020.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.625,0.75,4,Female,Test,happy
6656,Ses04F_impro05_F012.wav,0.00625,0.95,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.875,0.125,4,Female,Test,angry
6657,Ses04M_script03_2_M034.wav,0.00625,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.375,4,Male,Test,angry
6658,Ses04F_impro03_M032.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.0125,0.5,0.625,4,Male,Test,neutral
6659,Ses04F_impro07_F038.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.95625,0.5,0.625,4,Female,Test,happy
6660,Ses04M_script03_2_F012.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.75,4,Female,Test,frustrated
6661,Ses04M_impro07_F017.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.00625,0.9562499999999999,0.75,0.875,4,Female,Test,happy
6662,Ses04F_impro07_M074.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.641666,0.5,0.625,4,Male,Test,happy
6664,Ses04F_impro03_F028.wav,0.320833,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.32708299999999996,0.5,0.75,4,Female,Test,happy
6665,Ses04F_script02_1_M024.wav,0.635417,0.00625,0.00625,0.00625,0.00625,0.320833,0.00625,0.0125,0.375,0.375,4,Male,Test,frustrated
6666,Ses04F_impro07_M021.wav,0.00625,0.00625,0.00625,0.00625,0.00625,0.635417,0.00625,0.32708299999999996,0.5,0.625,4,Male,Test,neutral
6667,Ses04M_impro05_M040.wav,0.635417,0.320833,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.5,4,Male,Test,frustrated
6668,Ses04M_impro05_M015.wav,0.320833,0.635417,0.00625,0.00625,0.00625,0.00625,0.00625,0.0125,0.5,0.5,4,Male,Test,angry
